tender_id,description,due_date,url
106956777,PDF Tender: Spare kit for A9 auto brake valve consisting,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956777/viewNitPdf_5274359.pdf
106956732,"PDF Tender: AS445 Spare kit for Shuttle valve of Trident make Air dryer, Set consist of 04 items as per annexure enclosed.",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956732/viewNitPdf_5274344.pdf
106956658,PDF Tender: Equalising Discharge Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956658/viewNitPdf_5274239.pdf
106956644,PDF Tender: Relay Valve.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106956644/viewNitPdf_5274364.pdf
106956588,PDF Tender: OVERHAULING KIT OF DIFFERENT VALVES OF E [OVERHAULING KIT OF DIFFERENT VALVES OF ELECTRIC CCB SYSTEM OF M/S KNORR BREMSE MAKE. ITEM DETAILS AS PER KBI ANNEXURE ATTACHED.],Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956588/viewNitPdf_5274182.pdf
106956568,PDF Tender: OVERHAULING KIT FOR FEED VALVE (KBI PART [OVERHAULING KIT FOR FEED VALVE (KBI PART NO.760533) OF KNORR BREMSE MAKE CCB BRAKE SYSTEM. EACH KIT CONSISTS OF 18 ITEMS AS PER KBI KIT NO. XKI/KIT/01750.],Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956568/viewNitPdf_5274153.pdf
106956493,PDF Tender: Kit for Check Valve with Choke consisting of 4 items.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106956493/viewNitPdf_5274088.pdf
106956423,PDF Tender: AOH KIT FOR ROTEX MAGNET VALVE Model No.3028-10(CONSIST OF 08 ITEMS) Make:ROTEX List enclosed in Annexure.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956423/viewNitPdf_5274042.pdf
106956424,PDF Tender: IOH kit for Rotex Magnet valve Model NO. 3028-10 (Consisting of 22 items).,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956424/viewNitPdf_5274017.pdf
106956413,"PDF Tender: KIT FOR MU-2B VALVE CONSISTS OF: (1) O RING OD -15/16 INCH TO RDSO DRG. SKDP-3031 ALT-NIL OR LATEST & WABCO PT. NO. 524614, QTY. 07 NOS. [2] GASKET PIPE BRACKET TO SKDP-3058 ALT-1 OR LATEST & WABCO PT. NO. 558987, QTY. 01 NO.",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956413/viewNitPdf_5274000.pdf
106956416,PDF Tender: Overhauling kit for Check Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956416/viewNitPdf_5274004.pdf
106956340,"PDF Tender: Overhauling Kit for Electronic Brake Val [Overhauling Kit for Electronic Brake Valve, CAB - 1 (787605-1994) of Electric CCB system to M/s. Knorr Bremse KIT NO. XKI/KIT/02465 consisting of 44 items as per Annexure attached.]",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956340/viewNitPdf_5273890.pdf
106956291,"PDF Tender: Overhauling Kit for Electronic Brake Val [Overhauling Kit for Electronic Brake Valve, CAB -2 (787606-1994) of Electric CCB system to M/s. Knorr Bremse KIT NO. XKI/KIT/02466 consisting of 44 items as per Annexure attached.]",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956291/viewNitPdf_5273848.pdf
106956290,"PDF Tender: Set of two overhauling kits for impulse unit. i.e, (1) Overhauling kit for impulse valve",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956290/viewNitPdf_5273831.pdf
106956282,"PDF Tender: SET OF FLOW CONTROL VALVES ITEM No. 2FRM6 B36-20/32QRV-IN001, 14W11 & ITEM No. 2FRM6 B36-2X/32QRV- IN001, FD 21W40 SUITABLE FOR HYT MAKE CNC SURFACE WHEEL LATHE MACHINE NO. SWL- 41. MAKE: REXROTH OR SIMILAR REPUTED BRAND. (01 SET CONTAINS 02 ITEMS IN 02 NOS.)",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956282/viewNitPdf_5274156.pdf
106956266,PDF Tender: SAFETY VALVE 3/4 BSP - TYPE 9 AS PER FTRTIPL PART NO. 024001000 or KBIL Part No.179965/2015.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956266/viewNitPdf_5273820.pdf
106956238,PDF Tender: GUARD FOR LEVELLING VALVE TO DRAWING NUMBER: DMU/DPC/SS,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956238/viewNitPdf_5273788.pdf
106956236,PDF Tender: Choke for KEO Type Distributor Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956236/viewNitPdf_5273847.pdf
106956110,PDF Tender: VALVE ROD ASSEMBLY FOR ISOLATING VALVE AS PER ESCORTS NEW PART NO. 6505.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956110/viewNitPdf_5273643.pdf
106956091,PDF Tender: Procurement of KIT OF SPARES OF DRIVER S BRAKE VALVE (M/s.WSF make) etc.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956091/viewNitPdf_5273628.pdf
106956085,PDF Tender: Puller for Valve Bridge Lash Aduster,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956085/viewNitPdf_5274265.pdf
106956066,PDF Tender: Supply of Manual Flush Valve push type BSP 3/4 for Bypass Arrangement designed for pressurised flushing system as per MMDTS 19027 Rev.03. Note: item must be functionally compatible in pressurised flushing system of Indian railway coaches,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956066/viewNitPdf_5273965.pdf
106956055,PDF Tender: Brake Valve for Automatic Smoke/Fire detection with Alarm System (FDS) in Railway coaches to JK Exim (P) Ltd part No. JK-FSD-1133 as per RDSO Specification No.RDSO/2008/CG-04. (Rev-5),Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956055/viewNitPdf_5273990.pdf
106956034,PDF Tender: Kit Valve Repair (Sander Control) to EMD Part No. 40029184 to BLW Part No.17455455,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956034/viewNitPdf_5273561.pdf
106956016,PDF Tender: VALVE ASM SHIELD WIPER CAB LOKING GLASS,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956016/viewNitPdf_5273787.pdf
106956011,PDF Tender: VALVE. . 1/2 PT - FUEL FILTER DRAIN. . EMD PART NO. 9530143 AND DLW PART NO. 17390280.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106956011/viewNitPdf_5273547.pdf
106955990,"PDF Tender: LIMITING VALVE COMPLETE TO WSF PART NO.C 74800/1, SET AT 3.5 KG/SQ.CM.",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106955990/viewNitPdf_5273521.pdf
106955983,PDF Tender: Quick Exhaust Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106955983/viewNitPdf_5273702.pdf
106955913,PDF Tender: Double Solenoid Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106955913/viewNitPdf_5273359.pdf
106955910,PDF Tender: POH KIT FOR AUTO VALVE UNIT OF MODULAR BRAKE CONTROLLER OF ESCORTS CONSISTING OF 07 ITEMS AS PER ENCLOSURE.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106955910/viewNitPdf_5273358.pdf
