tender_id,description,due_date,url
107002780,PDF Tender: 25 mm manual flush valve push type for b [25 mm manual flush valve push type for bypass arrangement designed for pressurized flushing system. Note: Sample to be approved before bulk supply ],Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002780/viewNitPdf_5329630.pdf
107002719,PDF Tender: Rubber maintenance kit for A9 valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002719/viewNitPdf_5329561.pdf
107002699,PDF Tender: Passenger Emergency Alarm Valve Drg. No. FTIL part no. FT005T128-100.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002699/viewNitPdf_5329549.pdf
107002665,PDF Tender: Repair kit for duplex check valve to RDSO drawing No. SKDP - 1187,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002665/viewNitPdf_5329536.pdf
107002635,PDF Tender: AUTOMATIC BRAKE VALVE,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002635/viewNitPdf_5329442.pdf
107002626,PDF Tender: RENOLIT HLT-2 GREASE FOR KE DESIGN DISTRIBUTOR VALVE SPECN: FUCHS-RENOLIT HLT-2,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002626/viewNitPdf_5329417.pdf
107002597,PDF Tender: 4 MOTOR REVERSER WITH MAGNET VALVE,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002597/viewNitPdf_5329394.pdf
107000534,"PDF Tender: 3/4 Automatic Isolating valve, CLW Specn/ drg. No.0/3/65/186 Alt.2 with latest Alt.",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107000534/viewNitPdf_5329522.pdf
107000521,"PDF Tender: D-1 auto drain valve ( MOD). ATES/799/005 GM type Mod. Auto drain valve DLW Pat No.-17390059 Specn. DLW drg. no. 17390059, which is equivalent to FTIL part no. 580-010.",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107000521/viewNitPdf_5329489.pdf
107002517,PDF Tender: S.S. Flush Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002517/viewNitPdf_5329296.pdf
107002489,PDF Tender: Kit for driver Direct Brake Valve FD-1 kit as per FTRTIL Part No. 790004105 and D&M part No. RK AB3-T1 Consisting of the 6,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002489/viewNitPdf_5329269.pdf
107002339,PDF Tender: O/H Kit for 3/4 Duplex check valve to CEE`s Drg. No. LOCO/3/GK/114 for WAM4 WAG5 & WAG7 locos.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002339/viewNitPdf_5329112.pdf
107002308,"PDF Tender: Rubber kit for A9 Automatic Brake Valve consisting of 8 items (1) O Ring to WABCO CAT No.531868, SKDP Drg. No. 3031, Sl.No.4 = 2Nos/Set. (2) O Ring to WABCO CAT No.526388, SKDP Drg. No. 3031, Sl.No.5 = 1No/Set. (3) O Ring to WABCO CAT No.564056 SKDP Drg. No. 3031, Sl.No.16 = 1No/Set. (4) O Ring to WABCO CAT No.524614 SKDP Drg. No. 3031, Sl.No.6 = 1No/Set. (5) O Ring to WABCO CAT No.523734 SKDP Drg. No. 3031, Sl.No.7 = 2Nos/Set. (6)Seal supply Valve to WABCO CAT No.557396 SKDP Drg. No",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002308/viewNitPdf_5329067.pdf
107002275,PDF Tender: RUBBER KIT FOR SA 9 INDEPENDENT BRAKE VALVE CONSISTING OF 5 ITEMS (1)O RING TO WABCO CAT NO 531868 SKDP DRG NO 3031 SL NO 4= 5 NOS/SET (2) O RING TO WABCO CAT NO 564056 SKDP DRG NO 3031 SL NO 16=1 NO/SET (3) O RING TO WABCO CAT NO 523734 SKDP DRG NO 3031 SL NO 7=-2 NOS/SET . (4) PIPE BRACKET GASKET TO WABCO CAT NO 560009 SKDP DRG NO 3056 ALT.1= 1NO/SET (5) DIAPHRAGM TO WABCO CAT NO 526346 SKDP DRG NO 3052 ALT 1= 1NO/SET.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002275/viewNitPdf_5328979.pdf
107002243,"PDF Tender: RUBBER KIT FOR F1 SELECTOR VALVE CONSISTING OF 6 ITEMS (1). O RING TO WABCO CAT NO 532282, SKDP DRG.NO.3031, SERIAL NO.14=04 Nos/SET (2) O RING TO WABCO CAT NO 524794, SKDP DRG.NO.3031, SERIAL NO.12=03 Nos/SET (3) O RING TO WABCO CAT NO 536580, SKDP DRG.NO.3031, SERIAL NO.12=04 Nos/SET (4) GASKET TO WABCO CAT NO 558534, SKDP DRG.NO.3057 ALT-3, REF.1=01 No/SET (5) GASKET TO WABCO CAT NO 558535, SKDP DRG.NO.3059 ALT-1=01 No/SET. (6) GASKET TO WABCO CAT NO.533417, SKDP DRG.NO.3036=01 NO",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002243/viewNitPdf_5328964.pdf
107002185,PDF Tender: 5/2 WAY SINGLE SOLENOID VALVE BSP 1/4 INCH (WITH MOUNTING 24VDC COIL) DESIGNED FOR PRESSURISED FLUSHING SYSTEM AS PER MDTS 19027,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002185/viewNitPdf_5328907.pdf
107002100,PDF Tender: Release choke for KEO type distributor valves suitable for Wagon with 14 brake cylinder,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107002100/viewNitPdf_5328795.pdf
107002064,"PDF Tender: Kit of spares for HP and LP disc valve assly dia 60mm and100 mm comprising of 8 items 16 nos., ELGI No 072490039, as per annexure",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002064/viewNitPdf_5328893.pdf
107002026,PDF Tender: AUTO DRAIN VALVE FOR E-70 BRAKE,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002026/viewNitPdf_5328747.pdf
107002010,PDF Tender: SA9 independent brake valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/052026/107002010/viewNitPdf_5328725.pdf
