tender_id,description,due_date,url
106962710,"PDF Tender: PRESSURE REGULATOR, PCB PLASSER and VALVE PLASSER. spare of BRM-R18 & CSM-974.",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106962710/viewNitPdf_5281286.pdf
106962700,PDF Tender: PVC Push type flush valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106962700/viewNitPdf_5281283.pdf
106962679,PDF Tender: PNEUMATIC VALVE,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106962679/viewNitPdf_5281265.pdf
106962677,PDF Tender: (PL) SAFETY VALVE PLASSER PART NO. I79965/2080 SUBSTITUTE I79965/1080 MAKE PLASSER,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106962677/viewNitPdf_5281262.pdf
106962542,PDF Tender: KBIL Make main safety valve 10.5kg/cm2,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106962542/viewNitPdf_5281127.pdf
106962339,PDF Tender: Gun Metal gate valve TRD double flanged with locking device as per drg. No. EMU/E2/SK-26. Item no.2.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106962339/viewNitPdf_5280840.pdf
106962334,PDF Tender: VALVE ASSEMBLY BALL COCK RELIEF,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106962334/viewNitPdf_5280870.pdf
106962327,"PDF Tender: CHECK VALVE, Plasser Part No. HY151.18,& others parts",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106962327/viewNitPdf_5280871.pdf
106962112,PDF Tender: SPRING KIT FOR C-2W RELAY VALVE,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106962112/viewNitPdf_5280613.pdf
106961669,PDF Tender: PINCH VALVE,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106961669/viewNitPdf_5280791.pdf
