tender_id,description,due_date,url
2026_CCL_352581_1,Repairing / Replacement and Overhauling of Washed Coal Power Shuttle Belt Conveyor Track Rail 30 lbs at Sawang Washery.,18-02-2026,https://coalindiatenders.nic.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=365371
30eb6edf2bae,,Not specified,https://sailtenders.co.in/Home/TendDetails?hTend=104276
2026_ECL_352500_1,"Transportation, Installation, Commissioning, Necessary Fabrication and Trial run including Civil work of two nos. of 1200 mm width 2x150KW, 6.6KV PVC Belt Conveyor phase wise for a total length of 1240 mtr. from 11XD -2L to 11XD 29L CM Panel-11 in R",17-02-2026,https://coalindiatenders.nic.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=365290
106959153,"PDF Tender: Roller Conveyor Chain as per Plasser part no.-SU-3 -P ,Make-Plasser or equivalent.(*Note-Spares confirming to Plasser part number should be fitted in machine without any modification.)",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106959153/viewNitPdf_5277160.pdf
106958145,PDF Tender: RUBBER CONVEYOR BELTING,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106958145/viewNitPdf_5275933.pdf
106958129,PDF Tender: RUBBER CONVEYOR BELTING,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106958129/viewNitPdf_5275946.pdf
106957191,PDF Tender: SLUG CONVEYOR AS PER ANNEXURE-1 (Reference AS PER DRAWING No. T25219 & T25220),Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106957191/viewNitPdf_5275885.pdf
106957045,PDF Tender: Procurement of Conveyor Belts for Track Machine.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106957045/viewNitPdf_5274701.pdf
106952481,"PDF Tender: Distribution conveyor belt size 10400X650X10 mm type EL, Excavating conveyor BELT for FRM-85 machine, Distributor Conveyor Belt for BCM machine as per size 14150X650X10MM [ Make Plasser, Dunlop, Nirlon, MRF, MR, Virshubh, Biswas & Jagriti]",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/106952481/viewNitPdf_5274873.pdf
2026_CCL_352273_1,"repairing / reconditioning of the motor controlling panel of apron feeder,primary crusher and Belt
conveyor B side and repairing all the locks of MCC panels door installed at Raw coal of Rajrappa washery
project.",14-02-2026,https://coalindiatenders.nic.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=365096
