tender_id,description,due_date,url
2026_PR_188680_1,,,https://iocletenders.nic.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=198950
2026_MES_750588_1,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840659
2026_BHEL_57726_1,,,https://eprocurebhel.co.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=62413
2025_MES_736207_2,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840589
2025_MES_736213_2,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840576
2025_MES_746225_2,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840454
2026_MES_750361_1,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840411
2026_BHEL_57660_1,,,https://eprocurebhel.co.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=62344
106950688,PDF Tender: SET OF DOUBLE CHECK VALVES to FTRTIPL Part Number FT0051401-K73 AS PER ANNEXURE.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/022026/106950688/viewNitPdf_5266733.pdf
2026_MES_750124_1,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840134
2026_MES_750096_1,,,https://defproc.gov.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=840099
86996057,"PDF Tender: Contract for the work of Installation, Commissioning, Leakage, testing of Air Suspension Reservoir, Control Equipment along with pipeline fittings and valves etc. as per drawing nos. 61705003 alt-nil for bogies fitted with Bogie Bolster within built reservoir procured, against Pl. No. 30040231 Drawing No. ICF/SK3-0-4-001 Alt d",Not specified,https://www.ireps.gov.in/ireps/works/pdfdocs/022026/86996057/viewNitPdf_5262625.pdf
2026_CCL_351718_1,,,https://coalindiatenders.nic.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=364483
2026_SPMCI_826809_1,,,https://eprocure.gov.in/epublish/app?page=FrontEndTenderDetailsExternal&service=page&tnid=1131841
2026_BHEL_57361_1,,,https://eprocurebhel.co.in/nicgep/app?page=FrontEndTenderDetailsExternal&service=page&tnid=61991
